"city","city_ascii","state_id","state_name","lat","lng","population","density"
"Larsen Bay","Larsen Bay","AK","Alaska","57.5404","-154.0056","83","7"
"Greycliff","Greycliff","MT","Montana","45.7584","-109.7795","83","63"
"Eagle","Eagle","AK","Alaska","64.7813","-141.1979","83","36"
"Sheridan Lake","Sheridan Lake","CO","Colorado","38.4667","-102.2944","83","103"
"Bradgate","Bradgate","IA","Iowa","42.8029","-94.4196","83","92"
"Hitchita","Hitchita","OK","Oklahoma","35.5198","-95.7518","83","276"
"Guion","Guion","AR","Arkansas","35.9269","-91.9390","83","57"
"Waumandee","Waumandee","WI","Wisconsin","44.3023","-91.7053","83","184"
"McCarr","McCarr","KY","Kentucky","37.6178","-82.1706","83","130"
"Ocean Beach","Ocean Beach","NY","New York","40.6463","-73.1565","83","226"
"Luis Lopez","Luis Lopez","NM","New Mexico","33.9904","-106.8878","83","59"
"Pulcifer","Pulcifer","WI","Wisconsin","44.8476","-88.3592","83","31"
"Loyal","Loyal","OK","Oklahoma","35.9728","-98.1185","83","389"
"Opheim","Opheim","MT","Montana","48.8571","-106.4084","83","153"
"Hughes","Hughes","AK","Alaska","66.0452","-154.2376","83","10"
"Como","Como","NC","North Carolina","36.5011","-77.0073","83","10"
"Barrelville","Barrelville","MD","Maryland","39.7026","-78.8425","83","729"
"Grant","Grant","IA","Iowa","41.1427","-94.9850","83","43"
"Carlos","Carlos","MD","Maryland","39.6237","-78.9567","83","111"
"Sun Valley","Sun Valley","TX","Texas","33.6704","-95.4286","83","199"
"Leggett","Leggett","CA","California","39.8635","-123.7253","83","11"
"Duffield","Duffield","VA","Virginia","36.7197","-82.7962","83","52"
"Perley","Perley","MN","Minnesota","47.1761","-96.8015","83","129"
"Sweetwater","Sweetwater","OK","Oklahoma","35.4222","-99.9116","83","2"
"Old Appleton","Old Appleton","MO","Missouri","37.5938","-89.7108","83","265"
"Joes","Joes","CO","Colorado","39.6559","-102.6785","83","15"
"Gruver","Gruver","IA","Iowa","43.3931","-94.7036","83","246"
"Parshall","Parshall","CO","Colorado","40.0555","-106.1758","83","107"
"Rochester","Rochester","IA","Iowa","41.6747","-91.1509","83","33"
"Ripley","Ripley","IL","Illinois","40.0252","-90.6379","82","83"
"Wasta","Wasta","SD","South Dakota","44.0695","-102.4463","82","165"
"Orient","Orient","WA","Washington","48.8637","-118.2059","82","73"
"Levasy","Levasy","MO","Missouri","39.1363","-94.1307","82","52"
"Linwood","Linwood","NE","Nebraska","41.4122","-96.9323","82","85"
"Seaforth","Seaforth","MN","Minnesota","44.4761","-95.3310","82","31"
"Bearcreek","Bearcreek","MT","Montana","45.1605","-109.1571","82","276"
"Nielsville","Nielsville","MN","Minnesota","47.5288","-96.8161","82","102"
"Coleharbor","Coleharbor","ND","North Dakota","47.5425","-101.2214","82","173"
"Andover","Andover","SD","South Dakota","45.4102","-97.9037","82","117"
"Cambridge","Cambridge","KS","Kansas","37.3178","-96.6676","82","180"
"Jamestown","Jamestown","SC","South Carolina","33.2859","-79.6945","82","52"
"Mountain","Mountain","ND","North Dakota","48.6843","-97.8648","82","258"
"Belpre","Belpre","KS","Kansas","37.9507","-99.0998","82","77"
"Otway","Otway","OH","Ohio","38.8650","-83.1886","82","155"
"Cylinder","Cylinder","IA","Iowa","43.0897","-94.5512","82","398"
"Wallace","Wallace","IN","Indiana","39.9870","-87.1473","82","221"
"Anvik","Anvik","AK","Alaska","62.6541","-160.2140","82","3"
"Worthington","Worthington","MO","Missouri","40.4091","-92.6892","82","292"
"Palo Blanco","Palo Blanco","TX","Texas","26.3875","-98.9024","82","520"
"Carrizo","Carrizo","AZ","Arizona","33.9867","-110.3314","82","3"
"Lower Salem","Lower Salem","OH","Ohio","39.5635","-81.3942","82","539"
"Dawson","Dawson","MD","Maryland","39.4789","-78.9462","82","61"
"New Pine Creek","New Pine Creek","OR","Oregon","42.0014","-120.3043","82","12"
"Bluewater Village","Bluewater Village","NM","New Mexico","35.2379","-107.9810","82","3"
"Glen Allen","Glen Allen","MO","Missouri","37.3171","-90.0282","82","546"
"Wet Camp Village","Wet Camp Village","AZ","Arizona","33.1413","-111.9004","82","7"
"High Amana","High Amana","IA","Iowa","41.8011","-91.9419","81","81"
"Hebgen Lake Estates","Hebgen Lake Estates","MT","Montana","44.7692","-111.1905","81","169"
"Graf","Graf","IA","Iowa","42.4939","-90.8735","81","236"
"Ozan","Ozan","AR","Arkansas","33.8480","-93.7203","81","95"
"Halsey","Halsey","NE","Nebraska","41.9033","-100.2699","81","161"
"Detroit","Detroit","IL","Illinois","39.6201","-90.6759","81","124"
"Whiteside","Whiteside","MO","Missouri","39.1839","-91.0166","81","334"
"East Burke","East Burke","VT","Vermont","44.5875","-71.9403","81","59"
"Piqua","Piqua","KS","Kansas","37.9220","-95.5375","81","7"
"Gay","Gay","GA","Georgia","33.0937","-84.5755","81","36"
"Odessa","Odessa","NE","Nebraska","40.6991","-99.2544","81","17"
"Nemaha","Nemaha","IA","Iowa","42.5150","-95.0889","81","425"
"Mapleton","Mapleton","KS","Kansas","38.0155","-94.8834","81","63"
"Tibbie","Tibbie","AL","Alabama","31.3628","-88.2471","81","17"
"Atka","Atka","AK","Alaska","52.2301","-174.2133","81","3"
"Dixon","Dixon","NE","Nebraska","42.4153","-96.9948","81","206"
"Sidney","Sidney","IN","Indiana","41.1049","-85.7425","81","250"
"Chatsworth","Chatsworth","IA","Iowa","42.9163","-96.5144","81","63"
"Reserve","Reserve","KS","Kansas","39.9770","-95.5654","81","271"
"Rose Hill","Rose Hill","IL","Illinois","39.1043","-88.1499","81","49"
"Edgewater Estates","Edgewater Estates","TX","Texas","28.0969","-97.8650","81","619"
"Douds","Douds","IA","Iowa","40.8438","-92.0764","81","14"
"Isabel","Isabel","KS","Kansas","37.4672","-98.5515","81","124"
"Tuttle","Tuttle","ND","North Dakota","47.1445","-99.9934","81","125"
"Menoken","Menoken","ND","North Dakota","46.8148","-100.5341","81","14"
"Princeton","Princeton","SC","South Carolina","34.4912","-82.2957","81","41"
"Siasconset","Siasconset","MA","Massachusetts","41.2636","-69.9718","81","14"
"Fairview","Fairview","OH","Ohio","40.0573","-81.2350","81","77"
"Aldrich","Aldrich","MO","Missouri","37.5489","-93.5512","81","192"
"Danville","Danville","WA","Washington","48.9938","-118.5068","81","177"
"Chistochina","Chistochina","AK","Alaska","62.5921","-144.8135","80","0"
"Brentford","Brentford","SD","South Dakota","45.1591","-98.3223","80","189"
"Hill View Heights","Hill View Heights","WY","Wyoming","43.8159","-104.1517","80","14"
"Ritchey","Ritchey","MO","Missouri","36.9440","-94.1858","80","630"
"Williford","Williford","AR","Arkansas","36.2517","-91.3604","80","88"
"Turtle River","Turtle River","MN","Minnesota","47.5882","-94.7581","80","28"
"Westside","Westside","CA","California","36.4042","-120.1341","80","13"
"Nescatunga","Nescatunga","OK","Oklahoma","36.7543","-98.1560","80","136"
"Paradise Hill","Paradise Hill","OK","Oklahoma","35.6134","-95.0704","80","56"
"Cape Meares","Cape Meares","OR","Oregon","45.5153","-123.9536","80","12"
"Kirkwood","Kirkwood","CA","California","38.6930","-120.0640","80","7"
"Sereno del Mar","Sereno del Mar","CA","California","38.3836","-123.0732","80","41"
"Adeline","Adeline","IL","Illinois","42.1405","-89.4918","80","116"
"Gutierrez","Gutierrez","TX","Texas","26.3401","-98.6315","80","599"
"Fargo","Fargo","AR","Arkansas","34.9537","-91.1764","80","67"
"Berwyn","Berwyn","NE","Nebraska","41.3508","-99.5006","80","120"
"Struble","Struble","IA","Iowa","42.8945","-96.1946","80","198"
"Bingham","Bingham","IL","Illinois","39.1122","-89.2137","80","112"
"Hartwick","Hartwick","IA","Iowa","41.7861","-92.3453","80","230"
"Keenes","Keenes","IL","Illinois","38.3386","-88.6419","80","238"
"Byron","Byron","NE","Nebraska","40.0048","-97.7686","80","201"
"Mount Moriah","Mount Moriah","MO","Missouri","40.3292","-93.7971","80","30"
"Kirk","Kirk","CO","Colorado","39.6127","-102.5920","80","7"
"Agar","Agar","SD","South Dakota","44.8398","-100.0734","80","150"
"Oak Springs","Oak Springs","AZ","Arizona","35.4760","-109.1318","80","166"
"Wanda","Wanda","MN","Minnesota","44.3148","-95.2131","80","119"
"Randlett","Randlett","UT","Utah","40.2267","-109.8308","80","5"
"Garrison","Garrison","MT","Montana","46.5259","-112.8205","80","3"
"Worton","Worton","MD","Maryland","39.2717","-76.0934","79","33"
"Trosky","Trosky","MN","Minnesota","43.8884","-96.2509","79","21"
"Elgin","Elgin","KS","Kansas","37.0019","-96.2806","79","156"
"Simpson","Simpson","KS","Kansas","39.3860","-97.9340","79","118"
"Anegam","Anegam","AZ","Arizona","32.3742","-112.0350","79","13"
"Pollock","Pollock","MO","Missouri","40.3583","-93.0835","79","183"
"Lucerne","Lucerne","MO","Missouri","40.4639","-93.2911","79","122"
"Hartwell","Hartwell","MO","Missouri","38.4331","-93.9342","79","64"
"Clyde","Clyde","MO","Missouri","40.2662","-94.6696","79","181"
"Eva","Eva","TN","Tennessee","36.0687","-88.0082","79","15"
"Antioch","Antioch","OH","Ohio","39.6608","-81.0668","79","296"
"Murphy","Murphy","OK","Oklahoma","36.1336","-95.2409","79","7"
"Brooksburg","Brooksburg","IN","Indiana","38.7350","-85.2445","79","300"
"Kilgore","Kilgore","NE","Nebraska","42.9392","-100.9571","79","68"
"Union Grove","Union Grove","AL","Alabama","34.4025","-86.4483","79","54"
"Maxbass","Maxbass","ND","North Dakota","48.7225","-101.1426","79","186"
"King Lake","King Lake","NE","Nebraska","41.3135","-96.3017","79","31"
"Camden","Camden","IL","Illinois","40.1529","-90.7733","78","39"
"Vining","Vining","MN","Minnesota","46.2619","-95.5350","78","26"
"Lowes","Lowes","KY","Kentucky","36.8828","-88.7706","78","43"
"Zenda","Zenda","KS","Kansas","37.4441","-98.2820","78","134"
"Bradley","Bradley","SD","South Dakota","45.0904","-97.6420","78","122"
"Spivey","Spivey","KS","Kansas","37.4484","-98.1658","78","57"
"Gapland","Gapland","MD","Maryland","39.4020","-77.6583","78","134"
"Melmore","Melmore","OH","Ohio","41.0262","-83.1049","78","50"
"Alamo","Alamo","ND","North Dakota","48.5825","-103.4677","78","54"
"Spade","Spade","TX","Texas","33.9260","-102.1542","78","16"
"Redding","Redding","IA","Iowa","40.6068","-94.3863","78","30"
"Dwight","Dwight","ND","North Dakota","46.3038","-96.7399","78","147"
"Milan","Milan","KS","Kansas","37.2576","-97.6741","78","227"
"Smith Village","Smith Village","OK","Oklahoma","35.4508","-97.4570","78","1068"
"Morrison Bluff","Morrison Bluff","AR","Arkansas","35.3828","-93.5228","78","22"
"Shageluk","Shageluk","AK","Alaska","62.6684","-159.5630","78","2"
"Wellfleet","Wellfleet","NE","Nebraska","40.7539","-100.7318","78","111"
"Encino","Encino","NM","New Mexico","34.6518","-105.4586","78","15"
"Deerfield","Deerfield","MO","Missouri","37.8386","-94.5078","78","295"
"Country Club Heights","Country Club Heights","IN","Indiana","40.1242","-85.6877","78","106"
"Ashley","Ashley","MO","Missouri","39.2538","-91.2239","78","22"
"Ryder","Ryder","ND","North Dakota","47.9211","-101.6694","78","57"
"Ardoch","Ardoch","ND","North Dakota","48.2054","-97.3380","78","79"
"Paynes Creek","Paynes Creek","CA","California","40.3409","-121.9174","78","8"
"Alleghany","Alleghany","CA","California","39.4666","-120.8410","78","86"
"Sylvanite","Sylvanite","MT","Montana","48.7062","-115.8740","78","5"
"Hutchinson","Hutchinson","NJ","New Jersey","40.7818","-75.1252","78","217"
"Watkins","Watkins","IA","Iowa","41.8932","-91.9849","78","72"
"Hublersburg","Hublersburg","PA","Pennsylvania","40.9623","-77.6069","78","186"
"Lebanon","Lebanon","NE","Nebraska","40.0487","-100.2761","77","184"
"Gratz","Gratz","KY","Kentucky","38.4718","-84.9470","77","85"
"Knoxville","Knoxville","GA","Georgia","32.7232","-83.9960","77","93"
"Spragueville","Spragueville","IA","Iowa","42.0715","-90.4328","77","39"
"Johnsonville","Johnsonville","IL","Illinois","38.5208","-88.5382","77","139"
"Elmer","Elmer","MO","Missouri","39.9571","-92.6500","77","117"
"Sun Valley","Sun Valley","AZ","Arizona","34.9835","-110.0374","77","0"
"Sherman","Sherman","SD","South Dakota","43.7577","-96.4762","77","115"
"Truesdale","Truesdale","IA","Iowa","42.7292","-95.1835","77","203"
"Sedan","Sedan","MT","Montana","45.9653","-110.8888","77","0"
"Antietam","Antietam","MD","Maryland","39.4151","-77.7364","77","193"
"Cobbtown","Cobbtown","FL","Florida","30.8823","-87.1212","77","11"
"Mendes","Mendes","GA","Georgia","31.9953","-81.9709","77","49"
"Bow Valley","Bow Valley","NE","Nebraska","42.7154","-97.2522","77","208"
"New Witten","New Witten","SD","South Dakota","43.4407","-100.0819","77","107"
"Crystal Downs Country Club","Crystal Downs Country Club","MI","Michigan","44.7014","-86.2311","77","23"
"Climbing Hill","Climbing Hill","IA","Iowa","42.3394","-96.0810","76","22"
"Woodlawn Heights","Woodlawn Heights","IN","Indiana","40.1184","-85.6969","76","258"
"Tindall","Tindall","MO","Missouri","40.1609","-93.6096","76","222"
"Coats","Coats","KS","Kansas","37.5108","-98.8253","76","129"
"Hassell","Hassell","NC","North Carolina","35.9083","-77.2763","76","106"
"Benedict","Benedict","ND","North Dakota","47.8301","-101.0843","76","117"
"Naper","Naper","NE","Nebraska","42.9641","-99.0970","76","216"
"Paderborn","Paderborn","IL","Illinois","38.3595","-90.0465","76","195"
"Cleveland","Cleveland","ND","North Dakota","46.8910","-99.1196","76","138"
"Hurdsfield","Hurdsfield","ND","North Dakota","47.4468","-99.9310","76","101"
"Toco","Toco","TX","Texas","33.6539","-95.6492","76","172"
"New Morgan","New Morgan","PA","Pennsylvania","40.1833","-75.8896","76","5"
"Snowville","Snowville","VA","Virginia","37.0260","-80.5739","76","13"
"Raymond","Raymond","KS","Kansas","38.2779","-98.4140","76","94"
"Butte","Butte","ND","North Dakota","47.8370","-100.6658","76","119"
"Chamizal","Chamizal","NM","New Mexico","34.2183","-106.9151","76","66"
"Mahaska","Mahaska","KS","Kansas","39.9874","-97.3538","76","131"
"Whispering Pines","Whispering Pines","AZ","Arizona","34.3728","-111.2813","76","68"
"Blackgum","Blackgum","OK","Oklahoma","35.6112","-94.9900","76","134"
"Hartly","Hartly","DE","Delaware","39.1684","-75.7127","76","518"
"Keddie","Keddie","CA","California","40.0059","-120.9525","76","44"
"El Dara","El Dara","IL","Illinois","39.6227","-90.9917","76","29"
"Saddle Ridge","Saddle Ridge","CO","Colorado","40.3134","-103.8023","76","168"
"Box Canyon","Box Canyon","TX","Texas","29.5335","-101.1586","76","20"
"Coney Island","Coney Island","MO","Missouri","36.5930","-93.3972","75","452"
"St. Clairsville","St. Clairsville","PA","Pennsylvania","40.1561","-78.5108","75","958"
"Dundarrach","Dundarrach","NC","North Carolina","34.9246","-79.1574","75","21"
"Revere","Revere","MO","Missouri","40.4943","-91.6763","75","155"
"Thornton","Thornton","WI","Wisconsin","44.7985","-88.6911","75","112"
"Fort Ransom","Fort Ransom","ND","North Dakota","46.5244","-97.9311","75","94"
"Speed","Speed","NC","North Carolina","35.9684","-77.4444","75","102"
"Rocky Mound","Rocky Mound","TX","Texas","33.0287","-95.0291","75","71"
"Pierpont","Pierpont","MO","Missouri","38.8633","-92.3132","75","116"
"Popejoy","Popejoy","IA","Iowa","42.5938","-93.4278","75","38"
"Claire City","Claire City","SD","South Dakota","45.8566","-97.1035","75","158"
"Zeeland","Zeeland","ND","North Dakota","45.9729","-99.8325","75","97"
"Yankee Lake","Yankee Lake","OH","Ohio","41.2682","-80.5680","75","51"
"Deersville","Deersville","OH","Ohio","40.3083","-81.1880","75","84"
"Paynesville","Paynesville","MO","Missouri","39.2627","-90.9003","75","110"
"Crooked Creek","Crooked Creek","AK","Alaska","61.8439","-158.1082","75","0"
"Swan","Swan","IA","Iowa","41.4675","-93.3096","75","45"
"Stafford","Stafford","OH","Ohio","39.7124","-81.2765","75","85"
"Bark Ranch","Bark Ranch","CO","Colorado","40.1156","-105.4416","75","33"
"Hartman","Hartman","CO","Colorado","38.1210","-102.2215","75","105"
"Crows Nest","Crows Nest","IN","Indiana","39.8565","-86.1691","75","67"
"Zapata Ranch","Zapata Ranch","TX","Texas","26.3570","-97.8243","75","20"
"Port Colden","Port Colden","NJ","New Jersey","40.7684","-74.9540","75","141"
"Kent","Kent","MN","Minnesota","46.4376","-96.6834","74","148"
"Montezuma","Montezuma","CO","Colorado","39.5815","-105.8676","74","356"
"Lamont","Lamont","WA","Washington","47.2007","-117.9049","74","98"
"Stratford","Stratford","SD","South Dakota","45.3174","-98.3043","74","114"
"Plum Branch","Plum Branch","SC","South Carolina","33.8481","-82.2587","74","78"
"Sour John","Sour John","OK","Oklahoma","35.6206","-95.1433","74","5"
"Old Agency","Old Agency","MT","Montana","47.3227","-114.2987","74","49"
"Fairview","Fairview","SD","South Dakota","43.2222","-96.4878","74","334"
"Gardner","Gardner","ND","North Dakota","47.1445","-96.9686","74","57"
"Irwin","Irwin","IL","Illinois","41.0523","-87.9838","74","638"
"Golconda","Golconda","NV","Nevada","40.9614","-117.5077","74","3"
"Burchard","Burchard","NE","Nebraska","40.1492","-96.3488","74","175"
"Clio","Clio","IA","Iowa","40.6360","-93.4514","74","38"
"McGrath","McGrath","MN","Minnesota","46.2421","-93.2751","74","77"
"Beurys Lake","Beurys Lake","PA","Pennsylvania","40.7194","-76.3797","74","73"
"Parker","Parker","WA","Washington","46.5022","-120.4668","74","240"
"Haysville","Haysville","PA","Pennsylvania","40.5268","-80.1561","74","165"
"Baskerville","Baskerville","VA","Virginia","36.6844","-78.2732","74","13"
"Wamic","Wamic","OR","Oregon","45.2256","-121.2927","74","23"
"Kerr","Kerr","MT","Montana","47.6771","-114.1874","73","30"
"Naomi","Naomi","PA","Pennsylvania","40.1111","-79.8464","73","172"
"Guilford","Guilford","MO","Missouri","40.1686","-94.7360","73","393"
"Sherrill","Sherrill","AR","Arkansas","34.3850","-91.9517","73","214"
"Nile","Nile","WA","Washington","46.8368","-120.9455","73","36"
"Unity Village","Unity Village","MO","Missouri","38.9525","-94.3996","73","19"
"Ralston","Ralston","IA","Iowa","42.0418","-94.6293","73","14"
"Liberty","Liberty","NE","Nebraska","40.0854","-96.4829","73","114"
"Veguita","Veguita","NM","New Mexico","34.5147","-106.7679","73","33"
"Ethelsville","Ethelsville","AL","Alabama","33.4141","-88.2161","73","49"
"Crown Point","Crown Point","AK","Alaska","60.4267","-149.3529","73","7"
"Ingram","Ingram","WI","Wisconsin","45.5056","-90.8137","73","28"
"Niotaze","Niotaze","KS","Kansas","37.0678","-96.0147","73","76"
"Camas","Camas","MT","Montana","47.6179","-114.6560","73","51"
"Merrifield","Merrifield","MN","Minnesota","46.4673","-94.1746","73","51"
"Huron","Huron","KS","Kansas","39.6383","-95.3513","73","392"
"Ulmer","Ulmer","SC","South Carolina","33.0987","-81.2080","73","10"
"Country Life Acres","Country Life Acres","MO","Missouri","38.6222","-90.4554","73","227"
"Fort Ritchie","Fort Ritchie","MD","Maryland","39.7022","-77.5021","73","28"
"Hickory","Hickory","OK","Oklahoma","34.5570","-96.8580","73","51"
"Toston","Toston","MT","Montana","46.1658","-111.4460","73","10"
"Silver Springs","Silver Springs","AK","Alaska","62.0193","-145.3584","73","11"
"Bartlett","Bartlett","KS","Kansas","37.0550","-95.2112","73","212"
"Tatitlek","Tatitlek","AK","Alaska","60.8921","-146.6727","73","3"
"Forestburg","Forestburg","SD","South Dakota","44.0212","-98.1032","72","52"
"Hutton","Hutton","MD","Maryland","39.4145","-79.4801","72","169"
"Longford","Longford","KS","Kansas","39.1722","-97.3288","72","180"
"Graysville","Graysville","OH","Ohio","39.6633","-81.1746","72","27"
"Babb","Babb","MT","Montana","48.8777","-113.4408","72","2"
"Branson","Branson","CO","Colorado","37.0156","-103.8839","72","113"
"Yeager","Yeager","OK","Oklahoma","35.1567","-96.3400","72","150"
"Winston","Winston","NM","New Mexico","33.3461","-107.6488","72","66"
"Valley Park","Valley Park","OK","Oklahoma","36.2818","-95.7330","72","11"
"Richland","Richland","NE","Nebraska","41.4367","-97.2154","72","129"
"Kinross","Kinross","IA","Iowa","41.4589","-91.9873","72","140"
"San Acacia","San Acacia","NM","New Mexico","34.2550","-106.9023","72","39"
"Prosser","Prosser","NE","Nebraska","40.6875","-98.5777","72","104"
"Coyote","Coyote","NM","New Mexico","36.1616","-106.6067","72","6"
"Powhattan","Powhattan","KS","Kansas","39.7618","-95.6341","72","203"
"Escudilla Bonita","Escudilla Bonita","NM","New Mexico","34.1122","-109.0231","72","2"
"Rosebud","Rosebud","MT","Montana","46.2712","-106.4470","72","36"
"Whitney","Whitney","NE","Nebraska","42.7837","-103.2569","72","176"
"Oneida","Oneida","KS","Kansas","39.8668","-95.9398","72","120"
"Takotna","Takotna","AK","Alaska","62.9823","-156.0841","72","1"
"Klukwan","Klukwan","AK","Alaska","59.3987","-135.8886","72","20"
"Mount Hebron","Mount Hebron","CA","California","41.7855","-122.0083","72","38"
"Valentine","Valentine","AZ","Arizona","35.3886","-113.6591","71","17"
"Canaan","Canaan","IN","Indiana","38.8661","-85.2996","71","88"
"La Coma","La Coma","TX","Texas","27.5029","-99.3014","71","22"
"Briarwood","Briarwood","ND","North Dakota","46.7870","-96.7949","71","192"
"Rosedale","Rosedale","OK","Oklahoma","34.9188","-97.1855","71","467"
"Gracey","Gracey","KY","Kentucky","36.8792","-87.6638","71","114"
"Maskell","Maskell","NE","Nebraska","42.6901","-96.9807","71","174"
"Igiugig","Igiugig","AK","Alaska","59.3056","-155.8738","71","1"
"Havana","Havana","ND","North Dakota","45.9517","-97.6185","71","72"
"Marie","Marie","AR","Arkansas","35.6130","-90.0829","71","186"
"Livonia","Livonia","MO","Missouri","40.4920","-92.7005","71","103"
"St. Rosa","St. Rosa","MN","Minnesota","45.7286","-94.7162","71","74"
"Orchard","Orchard","IA","Iowa","43.2273","-92.7751","71","310"
"Rodeo","Rodeo","NM","New Mexico","31.8396","-109.0265","71","3"
"Olivet","Olivet","SD","South Dakota","43.2432","-97.6749","71","135"
"LaGrange","LaGrange","AR","Arkansas","34.6554","-90.7350","71","180"
"Raynham","Raynham","NC","North Carolina","34.5759","-79.1911","71","225"
"Talking Rock","Talking Rock","GA","Georgia","34.5277","-84.4941","71","18"
"Webster","Webster","IA","Iowa","41.4379","-92.1715","71","84"
"Nicasio","Nicasio","CA","California","38.0605","-122.7008","71","21"
"Taos Ski Valley","Taos Ski Valley","NM","New Mexico","36.5902","-105.4370","71","9"
"Kingvale","Kingvale","CA","California","39.3203","-120.4387","71","28"
"Westphalia","Westphalia","IN","Indiana","38.8665","-87.2277","71","13"
"Freeport","Freeport","CA","California","38.4636","-121.5022","70","532"
"Unity","Unity","OR","Oregon","44.4490","-118.1880","70","42"
"Steinauer","Steinauer","NE","Nebraska","40.2073","-96.2329","70","200"
"Dennis Acres","Dennis Acres","MO","Missouri","37.0465","-94.5044","70","636"
"Hatton","Hatton","AL","Alabama","34.5610","-87.4136","70","20"
"Strandburg","Strandburg","SD","South Dakota","45.0441","-96.7604","70","362"
"Gove City","Gove City","KS","Kansas","38.9595","-100.4871","70","111"
"Twin Brooks","Twin Brooks","SD","South Dakota","45.2090","-96.7855","70","66"
"Grand Lake Towne","Grand Lake Towne","OK","Oklahoma","36.5048","-95.0256","70","189"
"Kim","Kim","CO","Colorado","37.2472","-103.3532","70","71"
"Beaver","Beaver","AK","Alaska","66.3830","-147.3219","70","1"
"Hope","Hope","AK","Alaska","60.8925","-149.6352","70","0"
"Gentry","Gentry","MO","Missouri","40.3326","-94.4233","70","117"
"Mount Lebanon","Mount Lebanon","LA","Louisiana","32.5053","-93.0499","70","6"
"Colwell","Colwell","IA","Iowa","43.1577","-92.5911","70","147"
"Whitewater","Whitewater","IN","Indiana","39.9449","-84.8309","70","343"
"New Bedford","New Bedford","IL","Illinois","41.5112","-89.7182","70","157"
"Martin","Martin","ND","North Dakota","47.8270","-100.1150","70","303"
"Jud","Jud","ND","North Dakota","46.5258","-98.8976","70","111"
"Cope","Cope","SC","South Carolina","33.3777","-81.0079","70","108"
"Manning","Manning","ND","North Dakota","47.2310","-102.7702","70","47"
"Lehr","Lehr","ND","North Dakota","46.2826","-99.3528","70","140"
"Rockingham","Rockingham","GA","Georgia","31.5441","-82.4145","70","23"
"Topeka","Topeka","IL","Illinois","40.3304","-89.9306","70","197"
"Norcross","Norcross","MN","Minnesota","45.8687","-96.1964","70","17"
"Imogene","Imogene","IA","Iowa","40.8790","-95.4275","70","135"
"Phillipsville","Phillipsville","CA","California","40.2117","-123.7844","70","37"
"Rachel","Rachel","NV","Nevada","37.6509","-115.7341","70","3"
"Kickapoo Site 2","Kickapoo Site 2","KS","Kansas","39.7029","-95.6495","70","31"
"Bowmore","Bowmore","NC","North Carolina","34.9358","-79.2999","70","8"
"Bevington","Bevington","IA","Iowa","41.3596","-93.7904","69","59"
"Pinehill","Pinehill","NM","New Mexico","35.0031","-108.4080","69","7"
"Cale","Cale","AR","Arkansas","33.6279","-93.2348","69","27"
"Duchess Landing","Duchess Landing","OK","Oklahoma","35.3985","-95.4165","69","4"
"Pitkin","Pitkin","CO","Colorado","38.6088","-106.5149","69","103"
"Shannon City","Shannon City","IA","Iowa","40.8992","-94.2639","69","64"
"Lee Mont","Lee Mont","VA","Virginia","37.7799","-75.6802","69","35"
"Henriette","Henriette","MN","Minnesota","45.8711","-93.1200","69","94"
"Tatum","Tatum","SC","South Carolina","34.6438","-79.5867","69","29"
"Padroni","Padroni","CO","Colorado","40.7818","-103.1733","69","32"
"Stanley","Stanley","ID","Idaho","44.2150","-114.9364","69","49"
"Clarita","Clarita","OK","Oklahoma","34.4826","-96.4367","69","3"
"Yuba","Yuba","WI","Wisconsin","43.5364","-90.4267","69","87"
"Atwood","Atwood","OK","Oklahoma","34.9549","-96.3367","69","97"
"El Castillo","El Castillo","TX","Texas","26.3349","-98.6384","69","957"
"Vandiver","Vandiver","MO","Missouri","39.1621","-91.8470","69","85"
"Englewood","Englewood","KS","Kansas","37.0405","-99.9876","69","23"
"Crookston","Crookston","NE","Nebraska","42.9263","-100.7534","69","61"
"Smithville","Smithville","AR","Arkansas","36.0799","-91.3027","69","39"
"Regina","Regina","NM","New Mexico","36.1947","-106.9453","69","3"
"Eagle Harbor","Eagle Harbor","MD","Maryland","38.5664","-76.6872","69","218"
"Big Falls","Big Falls","WI","Wisconsin","44.6175","-89.0166","69","56"
"Aredale","Aredale","IA","Iowa","42.8332","-93.0054","69","26"
"Balltown","Balltown","IA","Iowa","42.6371","-90.8700","69","372"
"Marysville","Marysville","IA","Iowa","41.1827","-92.9537","69","72"
"Heartwell","Heartwell","NE","Nebraska","40.5699","-98.7891","69","367"
"Arco","Arco","MN","Minnesota","44.3814","-96.1812","69","41"
"Homewood Canyon","Homewood Canyon","CA","California","35.8900","-117.3863","69","2"
"Twin Lakes","Twin Lakes","WA","Washington","48.2622","-118.3591","69","6"
"Englevale","Englevale","ND","North Dakota","46.3912","-97.9038","69","17"
"Plover","Plover","IA","Iowa","42.8767","-94.6222","69","49"
"Ramireno","Ramireno","TX","Texas","27.0144","-99.3822","69","18"
"Chignik Lagoon","Chignik Lagoon","AK","Alaska","56.3041","-158.5004","69","2"
"Akhiok","Akhiok","AK","Alaska","56.9450","-154.2151","68","3"
"Strandquist","Strandquist","MN","Minnesota","48.4894","-96.4479","68","100"
"Dana","Dana","IA","Iowa","42.1071","-94.2383","68","93"
"La Bolt","La Bolt","SD","South Dakota","45.0490","-96.6752","68","110"
"Rossie","Rossie","IA","Iowa","43.0137","-95.1886","68","181"
"Butte City","Butte City","ID","Idaho","43.6070","-113.2408","68","155"
